date,end_date,product_code,product_color,product_model,product_type,quantity
2024-07-05,2024-07-12,230,koyu ceviz,karışık çizgi,90cm,9.0
2024-07-05,2024-07-12,260,koyu ceviz,iki göbek,90cm,3.0
2024-07-05,2024-07-12,310,gold ceviz,madra,90cm,1.0
2024-07-05,2024-07-12,330,gold ceviz,karışık çizgi,90cm,2.0
2024-07-05,2024-07-12,360,gold ceviz,iki göbek,90cm,2.0
2024-07-05,2024-07-12,460,ABD ceviz,iki göbek,90cm,4.0
2024-07-05,2024-07-12,520,wenge,baklava,90cm,1.0
2024-07-05,2024-07-12,530,wenge,karışık çizgi,90cm,1.0
2024-07-05,2024-07-12,560,wenge,iki göbek,90cm,1.0
2024-07-05,2024-07-12,610,bute beyaz,madra,90cm,9.0
2024-07-05,2024-07-12,630,bute beyaz,karışık çizgi,90cm,29.0
2024-07-05,2024-07-12,660,bute beyaz,iki göbek,90cm,4.0
2024-07-05,2024-07-12,730,küp akça,karışık çizgi,90cm,19.0
2024-07-05,2024-07-12,760,küp akça,iki göbek,90cm,40.0
2024-07-05,2024-07-12,810,ardahan gri,madra,90cm,11.0
2024-07-05,2024-07-12,820,ardahan gri,baklava,90cm,3.0
2024-07-05,2024-07-12,830,ardahan gri,karışık çizgi,90cm,10.0
2024-07-05,2024-07-12,860,ardahan gri,iki göbek,90cm,3.0
2024-07-05,2024-07-12,920,pvc gri,baklava,90cm,4.0
2024-07-05,2024-07-12,930,pvc gri,karışık çizgi,90cm,7.0
2024-07-05,2024-07-12,960,pvc gri,iki göbek,90cm,3.0
2024-07-12,2024-07-19,110,italyan ceviz,madra,90cm,4.0
2024-07-12,2024-07-19,130,italyan ceviz,karışık çizgi,90cm,1.0
2024-07-12,2024-07-19,160,italyan ceviz,iki göbek,90cm,11.0
2024-07-12,2024-07-19,320,gold ceviz,baklava,90cm,5.0
2024-07-12,2024-07-19,360,gold ceviz,iki göbek,90cm,3.0
2024-07-12,2024-07-19,420,ABD ceviz,baklava,90cm,2.0
2024-07-12,2024-07-19,620,bute beyaz,baklava,90cm,4.0
2024-07-12,2024-07-19,630,bute beyaz,karışık çizgi,90cm,19.0
2024-07-12,2024-07-19,730,küp akça,karışık çizgi,90cm,4.0
2024-07-12,2024-07-19,810,ardahan gri,madra,90cm,9.0
2024-07-12,2024-07-19,860,ardahan gri,iki göbek,90cm,6.0
2024-07-12,2024-07-19,920,pvc gri,baklava,90cm,3.0
2024-07-12,2024-07-19,930,pvc gri,karışık çizgi,90cm,7.0
2024-07-19,2024-07-26,110,italyan ceviz,madra,90cm,7.0
2024-07-19,2024-07-26,120,italyan ceviz,baklava,90cm,2.0
2024-07-19,2024-07-26,130,italyan ceviz,karışık çizgi,90cm,3.0
2024-07-19,2024-07-26,230,koyu ceviz,karışık çizgi,90cm,4.0
2024-07-19,2024-07-26,260,koyu ceviz,iki göbek,90cm,3.0
2024-07-19,2024-07-26,310,gold ceviz,madra,90cm,1.0
2024-07-19,2024-07-26,330,gold ceviz,karışık çizgi,90cm,17.0
2024-07-19,2024-07-26,360,gold ceviz,iki göbek,90cm,4.0
2024-07-19,2024-07-26,560,wenge,iki göbek,90cm,1.0
2024-07-19,2024-07-26,610,bute beyaz,madra,90cm,1.0
2024-07-19,2024-07-26,620,bute beyaz,baklava,90cm,1.0
2024-07-19,2024-07-26,630,bute beyaz,karışık çizgi,90cm,20.0
2024-07-19,2024-07-26,660,bute beyaz,iki göbek,90cm,36.0
2024-07-19,2024-07-26,730,küp akça,karışık çizgi,90cm,7.0
2024-07-19,2024-07-26,820,ardahan gri,baklava,90cm,8.0
2024-07-19,2024-07-26,860,ardahan gri,iki göbek,90cm,7.0
2024-07-19,2024-07-26,930,pvc gri,karışık çizgi,90cm,3.0
2024-07-19,2024-07-26,960,pvc gri,iki göbek,90cm,2.0
2024-07-26,2024-08-02,110,italyan ceviz,madra,90cm,2.0
2024-07-26,2024-08-02,120,italyan ceviz,baklava,90cm,2.0
2024-07-26,2024-08-02,130,italyan ceviz,karışık çizgi,90cm,6.0
2024-07-26,2024-08-02,230,koyu ceviz,karışık çizgi,90cm,5.0
2024-07-26,2024-08-02,260,koyu ceviz,iki göbek,90cm,2.0
2024-07-26,2024-08-02,360,gold ceviz,iki göbek,90cm,3.0
2024-07-26,2024-08-02,520,wenge,baklava,90cm,2.0
2024-07-26,2024-08-02,560,wenge,iki göbek,90cm,2.0
2024-07-26,2024-08-02,610,bute beyaz,madra,90cm,1.0
2024-07-26,2024-08-02,630,bute beyaz,karışık çizgi,90cm,10.0
2024-07-26,2024-08-02,660,bute beyaz,iki göbek,90cm,31.0
2024-07-26,2024-08-02,720,küp akça,baklava,90cm,3.0
2024-07-26,2024-08-02,730,küp akça,karışık çizgi,90cm,13.0
2024-07-26,2024-08-02,810,ardahan gri,madra,90cm,2.0
2024-07-26,2024-08-02,830,ardahan gri,karışık çizgi,90cm,12.0
2024-07-26,2024-08-02,860,ardahan gri,iki göbek,90cm,35.0
2024-07-26,2024-08-02,930,pvc gri,karışık çizgi,90cm,1.0
2024-07-26,2024-08-02,960,pvc gri,iki göbek,90cm,15.0
2024-08-02,2024-08-09,110,italyan ceviz,madra,90cm,32.0
2024-08-02,2024-08-09,120,italyan ceviz,baklava,90cm,2.0
2024-08-02,2024-08-09,130,italyan ceviz,karışık çizgi,90cm,8.0
2024-08-02,2024-08-09,160,italyan ceviz,iki göbek,90cm,1.0
2024-08-02,2024-08-09,230,koyu ceviz,karışık çizgi,90cm,3.0
2024-08-02,2024-08-09,310,gold ceviz,madra,90cm,4.0
2024-08-02,2024-08-09,360,gold ceviz,iki göbek,90cm,3.0
2024-08-02,2024-08-09,520,wenge,baklava,90cm,3.0
2024-08-02,2024-08-09,610,bute beyaz,madra,90cm,8.0
2024-08-02,2024-08-09,630,bute beyaz,karışık çizgi,90cm,11.0
2024-08-02,2024-08-09,660,bute beyaz,iki göbek,90cm,32.0
2024-08-02,2024-08-09,730,küp akça,karışık çizgi,90cm,9.0
2024-08-02,2024-08-09,760,küp akça,iki göbek,90cm,19.0
2024-08-02,2024-08-09,810,ardahan gri,madra,90cm,1.0
2024-08-02,2024-08-09,820,ardahan gri,baklava,90cm,1.0
2024-08-02,2024-08-09,830,ardahan gri,karışık çizgi,90cm,20.0
2024-08-02,2024-08-09,860,ardahan gri,iki göbek,90cm,12.0
2024-08-02,2024-08-09,930,pvc gri,karışık çizgi,90cm,9.0
2024-08-02,2024-08-09,960,pvc gri,iki göbek,90cm,5.0
2024-08-09,2024-08-16,110,italyan ceviz,madra,90cm,4.0
2024-08-09,2024-08-16,120,italyan ceviz,baklava,90cm,11.0
2024-08-09,2024-08-16,130,italyan ceviz,karışık çizgi,90cm,3.0
2024-08-09,2024-08-16,160,italyan ceviz,iki göbek,90cm,1.0
2024-08-09,2024-08-16,220,koyu ceviz,baklava,90cm,1.0
2024-08-09,2024-08-16,230,koyu ceviz,karışık çizgi,90cm,1.0
2024-08-09,2024-08-16,260,koyu ceviz,iki göbek,90cm,4.0
2024-08-09,2024-08-16,310,gold ceviz,madra,90cm,2.0
2024-08-09,2024-08-16,360,gold ceviz,iki göbek,90cm,8.0
2024-08-09,2024-08-16,420,ABD ceviz,baklava,90cm,1.0
2024-08-09,2024-08-16,430,ABD ceviz,karışık çizgi,90cm,4.0
2024-08-09,2024-08-16,460,ABD ceviz,iki göbek,90cm,1.0
2024-08-09,2024-08-16,520,wenge,baklava,90cm,2.0
2024-08-09,2024-08-16,530,wenge,karışık çizgi,90cm,1.0
2024-08-09,2024-08-16,610,bute beyaz,madra,90cm,1.0
2024-08-09,2024-08-16,630,bute beyaz,karışık çizgi,90cm,14.0
2024-08-09,2024-08-16,660,bute beyaz,iki göbek,90cm,17.0
2024-08-09,2024-08-16,720,küp akça,baklava,90cm,1.0
2024-08-09,2024-08-16,730,küp akça,karışık çizgi,90cm,9.0
2024-08-09,2024-08-16,760,küp akça,iki göbek,90cm,14.0
2024-08-09,2024-08-16,830,ardahan gri,karışık çizgi,90cm,1.0
2024-08-09,2024-08-16,860,ardahan gri,iki göbek,90cm,13.0
2024-08-09,2024-08-16,930,pvc gri,karışık çizgi,90cm,4.0
2024-08-09,2024-08-16,960,pvc gri,iki göbek,90cm,2.0
2024-08-16,2024-08-23,110,italyan ceviz,madra,90cm,14.0
2024-08-16,2024-08-23,120,italyan ceviz,baklava,90cm,1.0
2024-08-16,2024-08-23,160,italyan ceviz,iki göbek,90cm,1.0
2024-08-16,2024-08-23,230,koyu ceviz,karışık çizgi,90cm,8.0
2024-08-16,2024-08-23,260,koyu ceviz,iki göbek,90cm,2.0
2024-08-16,2024-08-23,310,gold ceviz,madra,90cm,7.0
2024-08-16,2024-08-23,320,gold ceviz,baklava,90cm,5.0
2024-08-16,2024-08-23,360,gold ceviz,iki göbek,90cm,3.0
2024-08-16,2024-08-23,420,ABD ceviz,baklava,90cm,6.0
2024-08-16,2024-08-23,440,,,90cm,1.0
2024-08-16,2024-08-23,520,wenge,baklava,90cm,3.0
2024-08-16,2024-08-23,530,wenge,karışık çizgi,90cm,2.0
2024-08-16,2024-08-23,560,wenge,iki göbek,90cm,5.0
2024-08-16,2024-08-23,610,bute beyaz,madra,90cm,10.0
2024-08-16,2024-08-23,620,bute beyaz,baklava,90cm,2.0
2024-08-16,2024-08-23,630,bute beyaz,karışık çizgi,90cm,16.0
2024-08-16,2024-08-23,660,bute beyaz,iki göbek,90cm,44.0
2024-08-16,2024-08-23,720,küp akça,baklava,90cm,2.0
2024-08-16,2024-08-23,730,küp akça,karışık çizgi,90cm,6.0
2024-08-16,2024-08-23,760,küp akça,iki göbek,90cm,31.0
2024-08-16,2024-08-23,830,ardahan gri,karışık çizgi,90cm,14.0
2024-08-16,2024-08-23,860,ardahan gri,iki göbek,90cm,43.0
2024-08-16,2024-08-23,930,pvc gri,karışık çizgi,90cm,6.0
2024-08-16,2024-08-23,960,pvc gri,iki göbek,90cm,14.0
2024-08-23,2024-08-30,110,italyan ceviz,madra,90cm,17.0
2024-08-23,2024-08-30,130,italyan ceviz,karışık çizgi,90cm,1.0
2024-08-23,2024-08-30,160,italyan ceviz,iki göbek,90cm,7.0
2024-08-23,2024-08-30,230,koyu ceviz,karışık çizgi,90cm,2.0
2024-08-23,2024-08-30,260,koyu ceviz,iki göbek,90cm,1.0
2024-08-23,2024-08-30,310,gold ceviz,madra,90cm,3.0
2024-08-23,2024-08-30,320,gold ceviz,baklava,90cm,2.0
2024-08-23,2024-08-30,360,gold ceviz,iki göbek,90cm,2.0
2024-08-23,2024-08-30,410,ABD ceviz,madra,90cm,1.0
2024-08-23,2024-08-30,460,ABD ceviz,iki göbek,90cm,4.0
2024-08-23,2024-08-30,530,wenge,karışık çizgi,90cm,2.0
2024-08-23,2024-08-30,560,wenge,iki göbek,90cm,4.0
2024-08-23,2024-08-30,630,bute beyaz,karışık çizgi,90cm,35.0
2024-08-23,2024-08-30,660,bute beyaz,iki göbek,90cm,29.0
2024-08-23,2024-08-30,720,küp akça,baklava,90cm,2.0
2024-08-23,2024-08-30,730,küp akça,karışık çizgi,90cm,4.0
2024-08-23,2024-08-30,760,küp akça,iki göbek,90cm,15.0
2024-08-23,2024-08-30,810,ardahan gri,madra,90cm,16.0
2024-08-23,2024-08-30,820,ardahan gri,baklava,90cm,4.0
2024-08-23,2024-08-30,830,ardahan gri,karışık çizgi,90cm,1.0
2024-08-23,2024-08-30,860,ardahan gri,iki göbek,90cm,17.0
2024-08-23,2024-08-30,930,pvc gri,karışık çizgi,90cm,2.0
2024-08-23,2024-08-30,960,pvc gri,iki göbek,90cm,9.0
2024-08-30,2024-09-06,110,italyan ceviz,madra,90cm,5.0
2024-08-30,2024-09-06,130,italyan ceviz,karışık çizgi,90cm,17.0
2024-08-30,2024-09-06,160,italyan ceviz,iki göbek,90cm,3.0
2024-08-30,2024-09-06,260,koyu ceviz,iki göbek,90cm,8.0
2024-08-30,2024-09-06,310,gold ceviz,madra,90cm,8.0
2024-08-30,2024-09-06,330,gold ceviz,karışık çizgi,90cm,1.0
2024-08-30,2024-09-06,360,gold ceviz,iki göbek,90cm,3.0
2024-08-30,2024-09-06,520,wenge,baklava,90cm,1.0
2024-08-30,2024-09-06,560,wenge,iki göbek,90cm,1.0
2024-08-30,2024-09-06,610,bute beyaz,madra,90cm,8.0
2024-08-30,2024-09-06,630,bute beyaz,karışık çizgi,90cm,20.0
2024-08-30,2024-09-06,660,bute beyaz,iki göbek,90cm,44.0
2024-08-30,2024-09-06,720,küp akça,baklava,90cm,2.0
2024-08-30,2024-09-06,730,küp akça,karışık çizgi,90cm,6.0
2024-08-30,2024-09-06,760,küp akça,iki göbek,90cm,15.0
2024-08-30,2024-09-06,810,ardahan gri,madra,90cm,5.0
2024-08-30,2024-09-06,820,ardahan gri,baklava,90cm,1.0
2024-08-30,2024-09-06,830,ardahan gri,karışık çizgi,90cm,1.0
2024-08-30,2024-09-06,860,ardahan gri,iki göbek,90cm,7.0
2024-08-30,2024-09-06,930,pvc gri,karışık çizgi,90cm,6.0
2024-08-30,2024-09-06,960,pvc gri,iki göbek,90cm,13.0
2024-09-13,2024-09-19,110,italyan ceviz,madra,90cm,1.0
2024-01-01,2024-01-05,110,italyan ceviz,madra,90cm_windowed,1.0
2024-01-01,2024-01-05,130,italyan ceviz,karışık çizgi,90cm_windowed,1.0
2024-01-01,2024-01-05,660,bute beyaz,iki göbek,90cm_windowed,7.0
2024-01-01,2024-01-05,730,küp akça,karışık çizgi,90cm_windowed,2.0
2024-01-01,2024-01-05,760,küp akça,iki göbek,90cm_windowed,1.0
2024-01-01,2024-01-05,860,ardahan gri,iki göbek,90cm_windowed,3.0
2024-01-01,2024-01-05,930,pvc gri,karışık çizgi,90cm_windowed,2.0
2024-01-01,2024-01-05,960,pvc gri,iki göbek,90cm_windowed,2.0
2024-01-05,2024-01-12,120,italyan ceviz,baklava,90cm_windowed,2.0
2024-01-05,2024-01-12,160,italyan ceviz,iki göbek,90cm_windowed,1.0
2024-01-05,2024-01-12,230,koyu ceviz,karışık çizgi,90cm_windowed,6.0
2024-01-05,2024-01-12,310,gold ceviz,madra,90cm_windowed,1.0
2024-01-05,2024-01-12,360,gold ceviz,iki göbek,90cm_windowed,1.0
2024-01-05,2024-01-12,430,ABD ceviz,karışık çizgi,90cm_windowed,2.0
2024-01-05,2024-01-12,560,wenge,iki göbek,90cm_windowed,1.0
2024-01-05,2024-01-12,630,bute beyaz,karışık çizgi,90cm_windowed,6.0
2024-01-05,2024-01-12,660,bute beyaz,iki göbek,90cm_windowed,26.0
2024-01-05,2024-01-12,720,küp akça,baklava,90cm_windowed,2.0
2024-01-05,2024-01-12,730,küp akça,karışık çizgi,90cm_windowed,3.0
2024-01-05,2024-01-12,760,küp akça,iki göbek,90cm_windowed,10.0
2024-01-05,2024-01-12,810,ardahan gri,madra,90cm_windowed,2.0
2024-01-05,2024-01-12,820,ardahan gri,baklava,90cm_windowed,3.0
2024-01-05,2024-01-12,860,ardahan gri,iki göbek,90cm_windowed,7.0
2024-01-05,2024-01-12,960,pvc gri,iki göbek,90cm_windowed,1.0
2024-01-19,2024-01-26,110,italyan ceviz,madra,90cm_windowed,15.0
2024-01-19,2024-01-26,120,italyan ceviz,baklava,90cm_windowed,1.0
2024-01-19,2024-01-26,160,italyan ceviz,iki göbek,90cm_windowed,18.0
2024-01-19,2024-01-26,260,koyu ceviz,iki göbek,90cm_windowed,6.0
2024-01-19,2024-01-26,310,gold ceviz,madra,90cm_windowed,2.0
2024-01-19,2024-01-26,330,gold ceviz,karışık çizgi,90cm_windowed,2.0
2024-01-19,2024-01-26,360,gold ceviz,iki göbek,90cm_windowed,7.0
2024-01-19,2024-01-26,420,ABD ceviz,baklava,90cm_windowed,1.0
2024-01-19,2024-01-26,460,ABD ceviz,iki göbek,90cm_windowed,2.0
2024-01-19,2024-01-26,620,bute beyaz,baklava,90cm_windowed,1.0
2024-01-19,2024-01-26,630,bute beyaz,karışık çizgi,90cm_windowed,6.0
2024-01-19,2024-01-26,660,bute beyaz,iki göbek,90cm_windowed,76.0
2024-01-19,2024-01-26,720,küp akça,baklava,90cm_windowed,1.0
2024-01-19,2024-01-26,730,küp akça,karışık çizgi,90cm_windowed,3.0
2024-01-19,2024-01-26,740,,,90cm_windowed,1.0
2024-01-19,2024-01-26,760,küp akça,iki göbek,90cm_windowed,21.0
2024-01-19,2024-01-26,810,ardahan gri,madra,90cm_windowed,3.0
2024-01-19,2024-01-26,830,ardahan gri,karışık çizgi,90cm_windowed,3.0
2024-01-19,2024-01-26,840,,,90cm_windowed,3.0
2024-01-19,2024-01-26,860,ardahan gri,iki göbek,90cm_windowed,9.0
2024-01-19,2024-01-26,920,pvc gri,baklava,90cm_windowed,3.0
2024-01-19,2024-01-26,960,pvc gri,iki göbek,90cm_windowed,5.0
2024-01-26,2024-02-02,110,italyan ceviz,madra,90cm_windowed,4.0
2024-01-26,2024-02-02,220,koyu ceviz,baklava,90cm_windowed,4.0
2024-01-26,2024-02-02,360,gold ceviz,iki göbek,90cm_windowed,1.0
2024-01-26,2024-02-02,620,bute beyaz,baklava,90cm_windowed,1.0
2024-01-26,2024-02-02,630,bute beyaz,karışık çizgi,90cm_windowed,2.0
2024-01-26,2024-02-02,660,bute beyaz,iki göbek,90cm_windowed,21.0
2024-01-26,2024-02-02,730,küp akça,karışık çizgi,90cm_windowed,4.0
2024-01-26,2024-02-02,760,küp akça,iki göbek,90cm_windowed,3.0
2024-01-26,2024-02-02,830,ardahan gri,karışık çizgi,90cm_windowed,9.0
2024-01-26,2024-02-02,860,ardahan gri,iki göbek,90cm_windowed,3.0
2024-01-26,2024-02-02,930,pvc gri,karışık çizgi,90cm_windowed,5.0
2024-02-02,2024-02-09,120,italyan ceviz,baklava,90cm_windowed,1.0
2024-02-02,2024-02-09,130,italyan ceviz,karışık çizgi,90cm_windowed,4.0
2024-02-02,2024-02-09,310,gold ceviz,madra,90cm_windowed,1.0
2024-02-02,2024-02-09,360,gold ceviz,iki göbek,90cm_windowed,6.0
2024-02-02,2024-02-09,630,bute beyaz,karışık çizgi,90cm_windowed,3.0
2024-02-02,2024-02-09,660,bute beyaz,iki göbek,90cm_windowed,23.0
2024-02-02,2024-02-09,730,küp akça,karışık çizgi,90cm_windowed,6.0
2024-02-02,2024-02-09,830,ardahan gri,karışık çizgi,90cm_windowed,1.0
2024-02-02,2024-02-09,960,pvc gri,iki göbek,90cm_windowed,1.0
2024-02-09,2024-02-16,130,italyan ceviz,karışık çizgi,90cm_windowed,6.0
2024-02-09,2024-02-16,240,,,90cm_windowed,2.0
2024-02-09,2024-02-16,310,gold ceviz,madra,90cm_windowed,1.0
2024-02-09,2024-02-16,360,gold ceviz,iki göbek,90cm_windowed,5.0
2024-02-09,2024-02-16,430,ABD ceviz,karışık çizgi,90cm_windowed,1.0
2024-02-09,2024-02-16,630,bute beyaz,karışık çizgi,90cm_windowed,6.0
2024-02-09,2024-02-16,660,bute beyaz,iki göbek,90cm_windowed,21.0
2024-02-09,2024-02-16,810,ardahan gri,madra,90cm_windowed,1.0
2024-02-09,2024-02-16,860,ardahan gri,iki göbek,90cm_windowed,2.0
2024-02-09,2024-02-16,930,pvc gri,karışık çizgi,90cm_windowed,1.0
2024-02-09,2024-02-16,960,pvc gri,iki göbek,90cm_windowed,9.0
2024-02-16,2024-02-23,130,italyan ceviz,karışık çizgi,90cm_windowed,1.0
2024-02-16,2024-02-23,160,italyan ceviz,iki göbek,90cm_windowed,2.0
2024-02-16,2024-02-23,260,koyu ceviz,iki göbek,90cm_windowed,4.0
2024-02-16,2024-02-23,630,bute beyaz,karışık çizgi,90cm_windowed,3.0
2024-02-16,2024-02-23,660,bute beyaz,iki göbek,90cm_windowed,15.0
2024-02-16,2024-02-23,730,küp akça,karışık çizgi,90cm_windowed,6.0
2024-02-16,2024-02-23,760,küp akça,iki göbek,90cm_windowed,10.0
2024-02-16,2024-02-23,830,ardahan gri,karışık çizgi,90cm_windowed,2.0
2024-02-16,2024-02-23,860,ardahan gri,iki göbek,90cm_windowed,8.0
2024-02-16,2024-02-23,960,pvc gri,iki göbek,90cm_windowed,6.0
2024-02-23,2024-03-01,110,italyan ceviz,madra,90cm_windowed,1.0
2024-02-23,2024-03-01,360,gold ceviz,iki göbek,90cm_windowed,2.0
2024-02-23,2024-03-01,530,wenge,karışık çizgi,90cm_windowed,1.0
2024-02-23,2024-03-01,630,bute beyaz,karışık çizgi,90cm_windowed,1.0
2024-02-23,2024-03-01,660,bute beyaz,iki göbek,90cm_windowed,13.0
2024-02-23,2024-03-01,720,küp akça,baklava,90cm_windowed,1.0
2024-02-23,2024-03-01,860,ardahan gri,iki göbek,90cm_windowed,8.0
2024-02-23,2024-03-01,960,pvc gri,iki göbek,90cm_windowed,2.0
2024-03-01,2024-03-08,360,gold ceviz,iki göbek,90cm_windowed,3.0
2024-03-01,2024-03-08,660,bute beyaz,iki göbek,90cm_windowed,2.0
2024-03-08,2024-03-15,110,italyan ceviz,madra,90cm_windowed,1.0
2024-03-08,2024-03-15,130,italyan ceviz,karışık çizgi,90cm_windowed,4.0
2024-03-08,2024-03-15,160,italyan ceviz,iki göbek,90cm_windowed,4.0
2024-03-08,2024-03-15,260,koyu ceviz,iki göbek,90cm_windowed,3.0
2024-03-08,2024-03-15,660,bute beyaz,iki göbek,90cm_windowed,2.0
2024-03-08,2024-03-15,730,küp akça,karışık çizgi,90cm_windowed,1.0
2024-03-08,2024-03-15,860,ardahan gri,iki göbek,90cm_windowed,6.0
2024-03-08,2024-03-15,960,pvc gri,iki göbek,90cm_windowed,4.0
2024-03-15,2024-03-22,160,italyan ceviz,iki göbek,90cm_windowed,1.0
2024-03-15,2024-03-22,620,bute beyaz,baklava,90cm_windowed,1.0
2024-03-15,2024-03-22,660,bute beyaz,iki göbek,90cm_windowed,4.0
2024-03-15,2024-03-22,720,küp akça,baklava,90cm_windowed,2.0
2024-03-15,2024-03-22,730,küp akça,karışık çizgi,90cm_windowed,1.0
2024-03-15,2024-03-22,760,küp akça,iki göbek,90cm_windowed,4.0
2024-03-15,2024-03-22,860,ardahan gri,iki göbek,90cm_windowed,9.0
2024-03-15,2024-03-22,960,pvc gri,iki göbek,90cm_windowed,2.0
2024-03-22,2024-03-29,260,koyu ceviz,iki göbek,90cm_windowed,6.0
2024-03-22,2024-03-29,610,bute beyaz,madra,90cm_windowed,1.0
2024-03-22,2024-03-29,660,bute beyaz,iki göbek,90cm_windowed,9.0
2024-03-22,2024-03-29,760,küp akça,iki göbek,90cm_windowed,13.0
2024-03-22,2024-03-29,860,ardahan gri,iki göbek,90cm_windowed,11.0
2024-03-22,2024-03-29,960,pvc gri,iki göbek,90cm_windowed,6.0
2024-03-29,2024-04-05,160,italyan ceviz,iki göbek,90cm_windowed,1.0
2024-03-29,2024-04-05,360,gold ceviz,iki göbek,90cm_windowed,1.0
2024-03-29,2024-04-05,660,bute beyaz,iki göbek,90cm_windowed,10.0
2024-03-29,2024-04-05,760,küp akça,iki göbek,90cm_windowed,5.0
2024-03-29,2024-04-05,810,ardahan gri,madra,90cm_windowed,1.0
2024-03-29,2024-04-05,860,ardahan gri,iki göbek,90cm_windowed,7.0
2024-04-12,2024-04-19,130,italyan ceviz,karışık çizgi,90cm_windowed,1.0
2024-04-12,2024-04-19,160,italyan ceviz,iki göbek,90cm_windowed,6.0
2024-04-12,2024-04-19,620,bute beyaz,baklava,90cm_windowed,1.0
2024-04-12,2024-04-19,630,bute beyaz,karışık çizgi,90cm_windowed,3.0
2024-04-12,2024-04-19,660,bute beyaz,iki göbek,90cm_windowed,9.0
2024-04-12,2024-04-19,730,küp akça,karışık çizgi,90cm_windowed,4.0
2024-04-12,2024-04-19,760,küp akça,iki göbek,90cm_windowed,21.0
2024-04-12,2024-04-19,830,ardahan gri,karışık çizgi,90cm_windowed,3.0
2024-04-12,2024-04-19,860,ardahan gri,iki göbek,90cm_windowed,12.0
2024-04-19,2024-04-26,310,gold ceviz,madra,90cm_windowed,1.0
2024-04-19,2024-04-26,430,ABD ceviz,karışık çizgi,90cm_windowed,1.0
2024-04-19,2024-04-26,520,wenge,baklava,90cm_windowed,1.0
2024-04-19,2024-04-26,560,wenge,iki göbek,90cm_windowed,1.0
2024-04-19,2024-04-26,610,bute beyaz,madra,90cm_windowed,3.0
2024-04-19,2024-04-26,620,bute beyaz,baklava,90cm_windowed,1.0
2024-04-19,2024-04-26,660,bute beyaz,iki göbek,90cm_windowed,9.0
2024-04-19,2024-04-26,730,küp akça,karışık çizgi,90cm_windowed,2.0
2024-04-19,2024-04-26,860,ardahan gri,iki göbek,90cm_windowed,7.0
2024-04-19,2024-04-26,960,pvc gri,iki göbek,90cm_windowed,3.0
2024-04-26,2024-05-03,110,italyan ceviz,madra,90cm_windowed,3.0
2024-04-26,2024-05-03,130,italyan ceviz,karışık çizgi,90cm_windowed,4.0
2024-04-26,2024-05-03,160,italyan ceviz,iki göbek,90cm_windowed,3.0
2024-04-26,2024-05-03,420,ABD ceviz,baklava,90cm_windowed,1.0
2024-04-26,2024-05-03,610,bute beyaz,madra,90cm_windowed,2.0
2024-04-26,2024-05-03,620,bute beyaz,baklava,90cm_windowed,1.0
2024-04-26,2024-05-03,630,bute beyaz,karışık çizgi,90cm_windowed,3.0
2024-04-26,2024-05-03,660,bute beyaz,iki göbek,90cm_windowed,20.0
2024-04-26,2024-05-03,730,küp akça,karışık çizgi,90cm_windowed,6.0
2024-04-26,2024-05-03,760,küp akça,iki göbek,90cm_windowed,6.0
2024-04-26,2024-05-03,810,ardahan gri,madra,90cm_windowed,3.0
2024-04-26,2024-05-03,860,ardahan gri,iki göbek,90cm_windowed,9.0
2024-04-26,2024-05-03,960,pvc gri,iki göbek,90cm_windowed,1.0
2024-05-03,2024-05-10,120,italyan ceviz,baklava,90cm_windowed,1.0
2024-05-03,2024-05-10,130,italyan ceviz,karışık çizgi,90cm_windowed,1.0
2024-05-03,2024-05-10,160,italyan ceviz,iki göbek,90cm_windowed,1.0
2024-05-03,2024-05-10,260,koyu ceviz,iki göbek,90cm_windowed,1.0
2024-05-03,2024-05-10,330,gold ceviz,karışık çizgi,90cm_windowed,2.0
2024-05-03,2024-05-10,460,ABD ceviz,iki göbek,90cm_windowed,4.0
2024-05-03,2024-05-10,630,bute beyaz,karışık çizgi,90cm_windowed,5.0
2024-05-03,2024-05-10,660,bute beyaz,iki göbek,90cm_windowed,24.0
2024-05-03,2024-05-10,830,ardahan gri,karışık çizgi,90cm_windowed,1.0
2024-05-03,2024-05-10,860,ardahan gri,iki göbek,90cm_windowed,3.0
2024-05-03,2024-05-10,930,pvc gri,karışık çizgi,90cm_windowed,1.0
2024-05-03,2024-05-10,960,pvc gri,iki göbek,90cm_windowed,1.0
2024-05-10,2024-05-17,110,italyan ceviz,madra,90cm_windowed,1.0
2024-05-10,2024-05-17,130,italyan ceviz,karışık çizgi,90cm_windowed,1.0
2024-05-10,2024-05-17,160,italyan ceviz,iki göbek,90cm_windowed,8.0
2024-05-10,2024-05-17,230,koyu ceviz,karışık çizgi,90cm_windowed,3.0
2024-05-10,2024-05-17,260,koyu ceviz,iki göbek,90cm_windowed,3.0
2024-05-10,2024-05-17,560,wenge,iki göbek,90cm_windowed,1.0
2024-05-10,2024-05-17,610,bute beyaz,madra,90cm_windowed,6.0
2024-05-10,2024-05-17,620,bute beyaz,baklava,90cm_windowed,2.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,90cm_windowed,3.0
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,90cm_windowed,48.0
2024-05-10,2024-05-17,720,küp akça,baklava,90cm_windowed,2.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,90cm_windowed,1.0
